"post"	"labels"	"I"	"N"	"F"	"P"	"post_augmented"
"'negotiation style.. hm.. i'm not at all manipulative and i'm terrible at understanding or connecting with people emotionally. usually i get what i want because i'm relentless. if i want to understand... </s> well.. since this thread was resurrected... on the first page i mentioned an <mbti>? we've been together more than 6 months now and i love it. i'm not sure i would necessarily recommend an <mbti>/<mbti>... </s> sorry that wasn't clear. just that... that happens to me all the time. all. the. time. and i didn't realize that was a thing. never connected that. like.. recognizing actors. if i know i've seen... </s> father: <mbti> mother: <mbti> me: <mbti> sister: <mbti> i do not get my mother at all. my father and i have a lot more in common and understand each other better. </s> this is an actual thing!?? </s> i definitely do not sometimes think i am a feeler. it is by far one of my stronger traits. reinforced by my nt parents (<mbti> and <mbti>). if you meant point as in preference, probably j, though i... </s> fe is the one function i still feel very shaky on in my understanding of. it feels like this huge gap in my knowledge. i have read countless descriptions of it, read articles about it, asked for... </s> i've found the tertiary to be the most elusive, most difficult to spot, and least developed of the functions. dom and aux essentially make up how you think. inferior stands in direct contrast to your... </s> hahahahaha no. i love istjs. don't get me wrong. i know 3 that are some of my best friends in the world. in fact, i was just maid of honor at a wedding for one of them. so i have a great... </s> boy, isn't that the truth. first off, estjs do not actually feature prominently in most movies or shows. generally, it's random side characters with those qualities that everyone decides must be an... </s> emberfly 1. do you find that you are very task-oriented and love checking off items on your to-do list? yes! a thousand times yes. 2. do you feel a sense of accomplishment and job-well-done..."	"6"	"0"	"0"	"0"	"0"	"' style negotiation. . hm. i. ' m not at all manipulative and i ' terrible m understanding at or with connecting people emotionally. usually i what i get want i because ' relentless m. if i want understand to. .. </s> well. . this since thread was resurrected. .. the on first i page mentioned an <mbti>? we ' been ve together more than 6 now months and love it. i i ' not m sure i would recommend necessarily an <mbti> / <mbti>. .. </s> wasn sorry that ' t clear. that just. .. that happens to all me the time. all. . time the. and i didn ' t realize that was a thing never. connected that. like. . actors recognizing. if i know i ' ve seen. .. </s> : father <mbti> mother: <mbti> me: <mbti> sister: <mbti> do i not get my mother all at. my and father i a have lot more common understand in and other each. better </s> is an this actual! thing?? </s> i definitely do not think sometimes i am a feeler. it is far by one of stronger my traits. reinforced by nt my (parents <mbti> and <mbti> ). you if meant in point, as preference probably j, though i. .. </s> fe one is the function still i very feel shaky on in my of understanding. it feels like this gap huge in my knowledge. read i have countless descriptions of it, read articles about it, asked for. .. </s> ' ve I found the tertiary to be the most elusive, difficult most to spot, least developed and of the functions. and dom essentially aux up make how you think. inferior stands in direct contrast to your. .. </s> hahahahaha no. i love istjs. don t ' get me wrong. i 3 know are that some of my best friends in the world. in fact, was i maid just of honor at a wedding one for of them. so i have a great. .. </s> boy, isn ' t that the. truth first off, estjs do not actually prominently most feature in movies or shows. generally, it ' random s side with characters those qualities that decides everyone must be. an.. </s> emberfly 1. you do find that are you task very - and oriented love off checking items on to your - do list yes? ! a times thousand yes. 2 do. you feel a sense of accomplishment job and - well - done. .."
"the role is regulated by the institute of chartered secretaries and administrators (icsa), they have branches throughout europe, cayman islands, bermuda, canada, australia, new zealand, singapore,... </s> i copied the description from wiki. a company secretary ensures that an organisation complies with relevant legislation and regulation, and keeps board members informed of their legal... </s> thanks! i'm a company secretary / corporate secretary. i've been quite active on here since i'm on my holidays. working again starting tomorrow so unsure how active i will be from then on. </s> go ahead and make all my decision for today. damn that was painful just to type! 😠 </s> oh i see. mine is also from a book called the name of the wind :happy: </s> are you from france? i ask because of your username being two flowers in french :happy:. </s> i speak arabic, french and obviously english. </s> welcome :) i recently joined too. i'm really enjoying personality cafe and i'm sure you will too. </s> i love cooking and baking, it's a hobby of mine. although i do get frustrated when the instructions for example say cooking time takes 30 minutes, and after 30 minutes it's not cooked, even after... </s> i think it comes down to priorities. since the xstj's reason for being busy is work related and other obligations already on his plate, then personal relationships come last, especially with the... </s> as a fellow <mbti>, i thought i'd add a few words. normally, i wouldn't reply to threads like these but i'm bored at home at the moment and i've contributed to the other interesting threads that are... </s> i only have facebook because i'm in certain groups and have friends in the uk and elsewhere, other than that i don't use it whatsoever. still the thought of having people in my friends list that... </s> thanks pinina. i have glanced at both and had a read of a few posts, they are interesting threads. i'm glad to contribute, i am enjoying this site and a lot of <mbti>'s responses mirror my own... </s> i'm always on time or early and get really annoyed when someone is late. i like to know what the plan is for the day, and don't like it when someone says i don't know. if i tell myself i am..."	"6"	"0"	"0"	"0"	"0"	"role the regulated is by the of institute chartered secretaries and administrators (icsa ), they throughout have branches, europe islands cayman bermuda, canada, , australia, zealand new, singapore, ... </s> i copied the description. from wiki company a secretary ensures organisation that an complies with relevant and legislation, regulation keeps and board informed members their of legal. .. </s> thanks! i ' m company a secretary / corporate secretary. ' i been ve quite active on here since ' i m on holidays my. working again starting so tomorrow unsure how active will i be from on then. </s> ahead make and go all decision my for today. damn was that painful just to type! 😠 </s> Oh I see. is mine from also a called book the of name the wind: happy: </s> you are from france? i ask because of username two your being in flowers french happy: :. </s> speak I arabic french, obviously and english. </s> : welcome) i recently too joined. ' i m personality enjoying really cafe and i ' m sure will too you. </s> love I and cooking baking, it s ' a hobby of mine. although do i frustrated get when the instructions for say cooking example time 30 takes minutes, and after 30 minutes it ' s cooked not, after even. .. </s> think I it comes down to priorities. the since xstj ' s reason for busy being is work related and already other obligations his on, plate personal then relationships come last especially with, the. .. </s> As fellow a <mbti>, i thought i ' d add a few words. normally, i wouldn ' t reply to threads these like but i ' bored m at home at and the i moment ' ve contributed the to other interesting that threads are. .. </s> i only have because i facebook m ' in certain groups and have friends in uk the and elsewhere, other than i that don ' use t whatsoever it. still the of thought having people in my friends list that. .. </s> thanks pinina. have i glanced at both had and a read of a few posts, they interesting are threads i. ' m glad contribute to, am i enjoying site this a and lot of <mbti> ' s responses mirror my own. .. </s> ' I m time always on or early and get really annoyed when someone late is. i like know to what plan the is for the day, and don t ' like it when someone says don i ' t know. if tell i i myself am. .."
"i have pet peeves that my mind refuses to overlook when it comes to just about any person at all: a disregard for developing writing skills. a disregard for developing speaking skills. a... </s> i don't quite agree with your premise of morality, but i'll try to answer the hypothetical questions as best i can. 1) you say that the reason we tell our grandmother we bought textbooks is to... </s> fortitude? fortuity... </s> <mbti> girls are pretty rare, huh? what are they, like the rarest combination of personality trait and gender? is there a rarer one? i once saw the statistics of this, but forgot where i found it. i... </s> let me apologize. i was being arrogant and immature when i posted that. @dashboard hula dancer, i am sorry for not taking your post seriously, being rude, and seemingly sexist. i was trying to be... </s> a great post, daithi . i don't think it's negative at all...just interesting and complex. thank you for sharing! </s> do you have any high heels? </s> msbossypants, what do you do for a living? whatever it is, i...uh...think something is wrong...i need your help? </s> ha.. she totally does too when i tell her how interesting she is to me :) </s> i seemed to have completely butchered my first attempt at producing adequate photo porn. the pictures are rather small...something never looked upon too highly in the porn industry. </s> oh, yea... and that last one, well i just like writing with my $50.00 fountain pen :) </s> meet tony stark, my fictional hero, 42844 and emma watson, my fictional girlfriend. 42845 </s> great stuff. thanks guys. </s> the web site advertises the perc app, but my iphone tells me i'm crazy and that it doesn't exist. there must me something i'm misunderstanding about the advertisement, but i thought it was clear... </s> i was reading a book this morning and thought part of it apt to share: most people, kamala, are like falling leaves, which blow and turn in the air, and stagger and tumble to the ground. but... </s> have you ever watched the iron lady? you know that scene where she blows up on the guy who made the typo? she basically harassed him, showed no mercy, was completely out of line...but right on point.... </s> op, may i ask what it is you find interesting in the <mbti>? what can we do for you?"	"6"	"0"	"0"	"0"	"0"	"i have pet peeves my that mind refuses overlook when to it comes just to about person any at all: disregard a for developing writing skills a. disregard developing for speaking skills. a. .. </s> i don ' quite t agree your with of premise morality, i but ' ll to try the answer hypothetical questions best as i can. 1) you say that the we tell reason our grandmother we textbooks bought is to. .. </s> ? fortitude. fortuity.. </s> <mbti> girls pretty are rare, huh what? they are, like the rarest combination of trait personality and gender? is there a one rarer i? once saw the statistics of this but, forgot where found i it. i. .. </s> let apologize me. i was arrogant being and immature when i that. posted @ hula dashboard dancer, am i for sorry not taking your post seriously, rude being, and seemingly sexist. i was trying to be. .. </s> a post great, . i daithi ' don t it think ' s negative at. all. just. interesting and complex thank. you for! sharing </s> do have you any high heels? </s> , msbossypants what do for do you living a? whatever it, is i. .. uh. .. think is something. wrong. . i help need your? </s> . ha. she totally does when too i tell her interesting she how me is to: ) </s> seemed to I butchered have my completely attempt first at producing photo adequate porn. pictures the are rather small. .. something never upon looked too in highly the porn industry. </s> oh, yea. . and. that one last, well like i writing just with $ my 50. fountain pen 00: ) </s> Tony meet stark, fictional my hero, and 42844 emma watson, my fictional girlfriend 42845. </s> stuff. great thanks guys. </s> Web the site advertises the perc app, my but tells iphone me i ' m crazy and that doesn it t ' exist. there must me something i m ' misunderstanding about the advertisement i, but it thought clear was. .. </s> was I reading a book this morning thought and part it of apt to share: most, people kamala, are falling like leaves, blow which and turn in the air, and stagger and tumble to the ground. but. .. </s> you have watched ever the iron lady? know that you scene where she blows up on the who guy made typo the? she basically harassed him, no mercy showed, completely out was of line. .. but right on point. ... </s> , may op ask i what it is you find interesting in <mbti> the? what we do can for? you"
"'negotiation style.. hm.. i'm not at all manipulative and i'm terrible at understanding or connecting with people emotionally. usually i get what i want because i'm relentless. if i want to understand... </s> well.. since this thread was resurrected... on the first page i mentioned an <mbti>? we've been together more than 6 months now and i love it. i'm not sure i would necessarily recommend an <mbti>/<mbti>... </s> sorry that wasn't clear. just that... that happens to me all the time. all. the. time. and i didn't realize that was a thing. never connected that. like.. recognizing actors. if i know i've seen... </s> father: <mbti> mother: <mbti> me: <mbti> sister: <mbti> i do not get my mother at all. my father and i have a lot more in common and understand each other better. </s> this is an actual thing!?? </s> i definitely do not sometimes think i am a feeler. it is by far one of my stronger traits. reinforced by my nt parents (<mbti> and <mbti>). if you meant point as in preference, probably j, though i... </s> fe is the one function i still feel very shaky on in my understanding of. it feels like this huge gap in my knowledge. i have read countless descriptions of it, read articles about it, asked for... </s> i've found the tertiary to be the most elusive, most difficult to spot, and least developed of the functions. dom and aux essentially make up how you think. inferior stands in direct contrast to your... </s> hahahahaha no. i love istjs. don't get me wrong. i know 3 that are some of my best friends in the world. in fact, i was just maid of honor at a wedding for one of them. so i have a great... </s> boy, isn't that the truth. first off, estjs do not actually feature prominently in most movies or shows. generally, it's random side characters with those qualities that everyone decides must be an... </s> emberfly 1. do you find that you are very task-oriented and love checking off items on your to-do list? yes! a thousand times yes. 2. do you feel a sense of accomplishment and job-well-done..."	"6"	"0"	"0"	"0"	"0"	"' negotiation style. . hm. i. ' m not at all and manipulative i ' terrible m understanding at or with connecting emotionally people. usually get what i i want i because ' m relentless. if i want to. understand.. </s> . well. since this thread was resurrected. .. the on first mentioned page i an <mbti>? ' we ve together been more than 6 now months and i love it. i m ' not sure i would recommend an necessarily <mbti> / <mbti>. .. </s> that sorry wasn ' clear t. just that. .. that happens me to all the time. all the. . time. and i ' didn t realize a that thing was never. connected that. . like. recognizing actors. if i know i ' ve seen. .. </s> : father <mbti>: mother <mbti>: me <mbti>: sister <mbti> i do not get my mother at all. my father and have i lot a more in and common each better understand other. </s> Is this an actual thing! ?? </s> i definitely do not think sometimes i a am feeler. it is by one far my of stronger traits. reinforced by my nt parents (<mbti> and <mbti>) if. you point as meant preference in probably, j, though. i.. </s> is fe the one function i feel still very shaky on my in of understanding. feels it like this gap huge my in knowledge. i read have countless descriptions of it, read articles about it, asked for. .. </s> i ' ve the found tertiary to be the most elusive, most difficult to spot, and least of developed functions the dom. and aux essentially make up how think you. inferior stands in direct contrast to. your.. </s> hahahahaha no. love i istjs. don t ' get me wrong. i know 3 that are some of my best friends the in world. fact in, just i was maid honor of a at wedding for of one them. so i a have great. .. </s> boy, isn ' t the that truth. first, off estjs not do actually feature prominently most in movies shows or. generally, it ' s random side characters with those qualities that everyone must decides be an. .. </s> emberfly 1. do you that find are you very task - oriented love checking and off items on to - your list do? yes! a thousand times. yes 2. do you feel a sense of accomplishment and job - well - done. .."
"'to answer your question, yes. people are capable of using their iphones to record and take pictures of you if they please. every iphone comes with a camera and voice recording app pre-installed. ... </s> there's a simple rule of thumb for people known for taking shit. if they're going to talk about someone behind their back to you, they're more than likely talking about you behind your back to... </s> death by black hole - neil degrasse tyson </s> crazy and extreme thoughts are not uncommon. the human mind is designed to, and will drift off to thousands of topics every day. many of which can be unpleasant, although that is not your problem,... </s> <url> disney's aladdin for sega genesis. it was the first game i have any... </s> a study in scarlet - arthur conan doyle </s> something like this could be a wide variety of psychological and physical conditions and ailments. it could very well be a hormonal imbalance, medicinal effects, or even exposure to something in your... </s> open 'settings' at the top right, on the left side of the settings page, there will be a 'my settings' tab, under that click 'edit profile picture', then follow the steps to either use an image... </s> i am sure that it was. as i said, for anyone that hasn't read the comics (and maybe should rephrase that as, anyone that's not a big dc comics fan and has been following along for a while), a lot of... </s> the last movie i saw was man of steel. if you've read the comics, you're going to sit there saying, no. no. that's not how that went at all. you're wrong. no. please stop. for two and a half hours,... </s> the main thing that people don't understand is that homosexuals do not choose to be homosexual. today's world and most modern religion completely rejects them and treats them poorly. in most us... </s> i create to express my inner thoughts and feelings that i otherwise could not portray. i find it to be a very ample means of dealing with or understanding my own emotions. two years ago, i was in a... </s> <url> and image hosting, free photo galleries, photo editing would work perfectly. you can create different albums, leave a title, description, and have comments on everything you upload. it's free..."	"6"	"0"	"0"	"0"	"0"	"' to your answer question, yes. people are capable of using their iphones to and record pictures take of you if they. please iphone every with comes voice a camera and app recording pre - installed. ... </s> there ' s simple a rule of for thumb people known for taking shit. they if ' re going talk about someone to behind their to back you, ' they re than more talking likely about you behind your back to. .. </s> Black death by hole - neil tyson degrasse </s> crazy and extreme thoughts are not uncommon. the human designed mind is to, will and drift off to thousands of topics. every day many of which can unpleasant be, although is that your not problem, ... </s> < disney url> ' s for aladdin sega genesis. was it the first game have i any. .. </s> study in a scarlet - conan arthur doyle </s> something could like be this a wide variety psychological of and conditions and physical ailments. it could very well be a imbalance hormonal, medicinal effects, or even exposure to in something your. .. </s> ' open settings ' at top the, right on the left side of settings the page, there will be a my ' ' tab settings, under that click edit ' profile picture ', then follow steps the either to use an image. .. </s> i am that sure it was as. said i for, anyone that hasn t ' read the comics (and maybe should rephrase that, as anyone that ' s not a big dc comics and fan has been along following a for while ), a lot. of.. </s> the last i movie saw man was of steel. if you ' ve read the comics you, ' re going to sit there saying, no. that no. s ' not how that went all at. you ' re. wrong no. please. stop for two and a hours half, ... </s> the main that thing people don ' understand t that is do homosexuals not to choose be homosexual. today ' s and world most religion modern completely rejects them and treats poorly them. in most us. .. </s> i create to express my inner thoughts and feelings that i otherwise could portray not. i find it be to a very ample means of with dealing understanding or own my emotions. two ago years, was i a in. .. </s> < url> image and, hosting free galleries photo, photo editing would perfectly. work you can different albums create leave, a title, description, and have on everything comments you upload. it ' s free. .."
"'<url> support deleting the trash section. that trash has been sitting out on the curb for months, it's obvious it's not going to be picked up, and at this point it's starting to stink. </s> once was enough for me to never want to experience it again sensible response. alcoholism is a serious issue in our society. but we act like it only matters when it involves the operation of... </s> the case of the florida moderator election rigging here a couple weeks ago, and its aftermath. i would like to take this opportunity to formally renounce my username and any claims to it as a... </s> in the real world they do have vote recounts. but don't mind what i say, i am a spy for fidel castro </s> those are beers? i was a bit thrown, because my first impression was that they were coke, because coke ads with polar bears are so imbedded in my thick little trollish cranium, and then i noticed... </s> there is no penguins at the north pole wow, good catch! if it hadn't been for your shrewd attention to detail i would have readily believed this photo was genuine and not photo-shopped. thanks... </s> with that approach you could just call it the curb and have separate subsections for plastic, glass, metal, and yard waste. kicked to the curb would take on new meaning here. </s> you're both wrong. it's not a waste of money, because you can probably save the $5 worth of food (what can you buy for $5 anymore, can't even buy a sandwich for that most places?) and eat it later.... </s> i think there should be just one subsection of threads that do not appear on the main page, those with potentially offensive titles, mostly because of swear words. i would like to be able to... </s> i'd thank lance too, but he's already confused, and possibly drunk for all i know, and i don't want to piss him off. cause he's that guy. lance is to personality cafe what simon is to britain's... </s> you suckers have all been thanked. if you have any babies to kiss bring them here, and shake my outstretched grubby hand while you're at it. ah, democracry at work! the greatest system of... </s> i just thanked you to obligate you to vote for me. also to annoy you with that flashing reputation thingy"	"6"	"0"	"0"	"0"	"0"	"' <url> support the deleting section trash. that trash has been out sitting the curb on for months, it ' s obvious it ' s not going to be picked up, at and point this it s ' starting to stink. </s> once enough was for me to never want to it experience again sensible response alcoholism. is a serious issue our in society. but we act like only it matters when involves the it of operation. .. </s> the case the of florida moderator here election rigging a couple weeks ago, and its aftermath. i like would take to this opportunity to formally my renounce and username any claims it to as a. .. </s> in the real they world do have recounts vote but. don ' mind t what say i, i am a for spy fidel castro </s> are those beers? bit i was a, thrown because my first impression was they that were coke, because coke ads polar with bears so are imbedded my in thick little cranium trollish, and then i noticed. .. </s> Is there no penguins at the pole north wow good, catch! if hadn it ' t been your shrewd for to attention detail i have would readily this believed photo was genuine not and photo - shopped. thanks. .. </s> with approach that you could just call the it curb and have separate for subsections plastic, , glass metal, and. yard waste kicked to the curb would take new meaning on here. </s> ' you re both wrong. it ' s not waste a of money, because you can probably save $ the 5 worth of food (can what you for buy $ 5 anymore, can ' even buy t sandwich a for most that places? and) eat it later. ... </s> i think there should be just subsection of one threads that not do appear on the main page, with those offensive potentially titles, because of mostly swear. words i would to like be to able. .. </s> i ' d thank lance too, but he ' already s confused, possibly and drunk for all know i and, i don ' want t to piss him off. he cause ' s that guy lance. is to personality cafe what simon is to britain s '. .. </s> you suckers have been all thanked if. you have any babies to kiss bring them here, and shake my grubby outstretched hand while you ' at re it. ah, democracry at work the! system greatest of. .. </s> I just thanked you to obligate you to for vote me also. annoy to you with that flashing reputation thingy"
"you're the king of procrastination! </s> is it a common <mbti> thing to be obsessed with tv or is just my <mbti>? lol </s> the girls he's friends with are married as well so that makes it better and he's pretty close to my gf's as well. he's not hanging with the girls alone because he sure wouldn't want me hanging with... </s> i would just stop responding because more than likely it would be a war. i personally am not into confrontation and hate conflict but most <mbti>'s don't mind it so it could blow up..... </s> agreed! i'm surrounded by them and love love them! </s> i love <mbti>'s! all of my closest friends are <mbti>'s. i totally get them and they get me!! </s> my <mbti> guy loves to hang with girls. he loves hanging with the guys too but really likes friendships with girls more. </s> hey sweetie, i got your pm but can't reply back because i haven't posted enough. :( just wanted you to know i got it! i bet your mom feels my pain, huh?? hahaha </s> rofl, i'm new at this and thought i was quoting violetta. sorry. gonna try this again! hehe </s> i too am an <mbti> in a relationship with an <mbti>. i hope ours doesn't end this way. i'm scared that our differences are gonna get the best of us when we live together though. :sad: </s> i agree with progbot and i'm an <mbti> in a relationship with and <mbti>. please know with your differences it will cause some issues. i recommend you read all you can on estjs and recommend the book... </s> rofl....me too. and i prefer red too wicked queen!! my over analyzing wears me out sometimes so i can imagine how my family feels. hehe </s> hey sweetie, i got your pm but can't reply back because i haven't posted enough. :( just wanted you to know i got it! i bet your mom feels my pain, huh?? hahaha'"	"6"	"0"	"0"	"0"	"0"	"you ' the re king of procrastination! </s> it is common a <mbti> thing to be obsessed with just tv or my is <mbti>? lol </s> The he girls ' s friends with are married as well so that makes it better and ' he pretty close s to my gf ' s well as. he ' s not with hanging the girls alone because he sure wouldn ' me t want hanging with. .. </s> Would I stop just responding because more than likely it be a would war i. personally am not into and hate confrontation conflict but most <mbti> ' s don ' t mind so it it blow could up. .. .. </s> ! agreed ' i m surrounded by and them love them love! </s> love I <mbti> ' s my! all of closest friends are <mbti> ' s. i totally get them and they get me!! </s> my <mbti> guy to with loves hang girls. he loves hanging with the guys too but really likes friendships with more girls. </s> hey sweetie, i your got but pm can ' t reply back because i haven ' posted t. enough: (just wanted you to know i got it! bet i mom your pain feels my, huh? ? hahaha </s> rofl, i ' new m at this thought i and quoting was. violetta sorry gonna. try this again hehe! </s> i too am an <mbti> a in relationship with an <mbti>. i hope doesn ours ' end t way this. i ' m scared that our differences are gonna get best the of us we when live together though. : sad: </s> i agree with progbot and ' i m an in <mbti> a relationship with and <mbti>. know please with your differences will it cause some. issues recommend i read you you all can on and estjs the recommend book. .. </s> . rofl. . me. . too and i red prefer too wicked queen! ! my over me wears analyzing sometimes out i so can imagine my how family feels. hehe </s> Sweetie hey, i your got pm but can t ' reply back because i haven ' t enough posted. : (wanted you just to know got i it! bet i your feels mom my pain, ? huh? hahaha '"
"'ya i've come to learn that my best friend is actually just waiting for me to calm down instead of not standing up for himself or ignoring me. he'll respond when he knows i've had time to cool off.... </s> ya i actually got the low self esteem thing right away. my really close guy friend is an <mbti> and had that problem for a really long time, which is why i dont run away from guys who have it, or feel... </s> ya no i haven't talked to him since i yelled at him for calling me a stalker. and i really dont think i could date him anymore. i just really want to be friends with him i think. how do you think... </s> oh wow i totally want to give him a hug too!! but i dont know why. well actually i mean he and i have very similar past problems, like awful fathers and moving around a ton. but his dad is also an... </s> thanks guys for the support!! to be fair and all, the sex thing was completely my idea. we were in a weird situation where we connected so fast like we'd known each other for years that i just was... </s> hahahahah sorry wmdistraction. it seemed insane to me too. i'm not really sure how to make it calmer than it was, it was pretty dramatic for me. maybe just have you ever fallen in love so... </s> you know i was too. but he was always talking about the future and what we'd do in it, which is weird for me because i wasn't even sure i liked him. and he really wanted to have deep conversations... </s> my sister and i had this problem for such a long time (she's an <mbti>) but now we're best friends. my recommendation is simply to tell him all that you've said here. it'll be hard, but he can take... </s> ya be a little careful because we dont always know how we feel about people right away. and its difficult to ruin a perfectly good friendship, at least for me. i purposely dont date friends very... </s> i recently dated an <mbti> i'm pretty sure and ya the chemistry is amazing. so i think it can work out if both people are willing to work on things. i do think though that both are pretty powerful..."	"6"	"0"	"0"	"0"	"0"	"' ya i ' come ve to learn that my best is friend actually waiting for just to me down calm of instead not standing for up himself or ignoring me. he ' ll respond when he knows i ' ve had time to cool off. ... </s> I ya actually the got low self esteem thing right away. my really close guy is friend an <mbti> and had that problem for a really long, time which why is dont i away run from guys who have it, feel or. .. </s> ya no haven ' i t talked to him since i yelled him at calling for me a. stalker and i really think dont i could date him anymore. i just really want to be with friends him think i. how do you think. .. </s> wow i oh totally want to give him a hug too! ! i but dont why know. well actually mean i he and i have very similar past problems, like fathers awful moving and around a ton. but his is dad also an. .. </s> thanks guys for the support! ! fair to be and all, the sex thing was completely idea my. we were in weird a where situation we so connected fast like we ' d known each for other that just years i was. .. </s> hahahahah sorry wmdistraction seemed. insane it to me. too i ' m not really sure to how make it than calmer it was, it was pretty dramatic for me. have maybe you just fallen ever in love so. .. </s> you know i too was. but he was always talking about future the and what we d ' do in it which, is weird for because me i ' wasn t sure even i liked him. and really he wanted have to conversations deep. .. </s> my sister and had i this problem for such a long time (she s ' an <mbti>) but now we ' re best friends. recommendation my is simply to tell that him all you ' here ve said it. ' ll be hard, can but he take. .. </s> be ya a careful little because we always dont how know feel we people about right away. and its to difficult ruin a perfectly good friendship, least at for me i. purposely dont date friends. very.. </s> i recently dated an <mbti> i ' m sure pretty and ya the chemistry is amazing. so i it think out can work if both people are willing to work things on. i do think though that both are pretty. powerful.."
"i will give you some (genuine)credit there, you have never defended pedophiles. however i guess if you posted the same things as your original account, it would be too obvious.'"	"6"	"0"	"0"	"0"	"0"	"Give will I some you (genuine) credit, there you never have defended pedophiles. i however guess if you posted the things same as your original account, it would be too obvious. '"
"'<mbti> because both si-te and fi-ne are apparently very strong within me. </s> <url> also when i care more about people than my <mbti> friend. when i get really excited about things like politics, like passionate and talkative to a maximum extent. </s> si: -top gear (a bunch of british idiots screwing around with cars is beautiful) i'm into george carlin sorts of comedy, or a mel brooks sort of humour. very topical, but without any borders, and... </s> lamentations 3:22-23 the steadfast love of the lord never ceases; his mercies never come to an end; they are new every morning; great is your faithfulness. </s> i'm the person who loves mythbusters, steven universe, and adventure time. i'm getting into west wing on netflix. really, otherwise, my tv is stuck on science channel/smithsonian channel. </s> football jerseys. everywhere else football, association football. i'm new but i'm trying. i got an everton jersey, arsenal jersey (and jacket and scarf), and a few manchester united stuffs. i'm... </s> <url> you become gentler or harsher in your expectations? about the same. i am still wide-eyed as a 16 year old and tend to think of the best of people. are you more or less organised? more... </s> no. probably won't ever. i don't give a shit if someone blows a joint, but please don't do it in my apartment. i don't think i would like the smell of cannabis... may like the smell of the... </s> depends on where you are in the world. in america, they aren't as apparent, but they will probably tend to wear stupid expensive clothing daily just to flaunt wealth and power & just be... </s> elitist snobs. -shudder- also people who deliberately and intentionally kill people's dreams for no reason other than their own amusement. </s> welcome! am <mbti> male (i believe) and it's nice to see new istjs joining the site (well, any type in general lol). hope you have fun here! </s> <mbti> geologist, archaeologist, historian, physicist (probably)... (this means there is a long ass list)"	"6"	"0"	"0"	"0"	"0"	"' <mbti> both because - si te and fi - ne are very apparently strong me within. </s> < url> when also i care more than people my about <mbti> friend. when i get excited really things about like politics, like passionate talkative and a to extent maximum. </s> si: - top gear (a of bunch british idiots screwing around cars with is beautiful) i m ' carlin george into sorts of comedy, or a brooks mel sort of. humour topical very, but without any borders and, ... </s> lamentations 3 22: - the 23 steadfast of love the lord never; ceases his mercies never come to an end; they are every morning new; is great faithfulness your. </s> i ' the person m who loves mythbusters, universe steven, adventure and. time i ' m getting into west wing on netflix. , really otherwise my, is tv stuck on science channel / smithsonian channel. </s> football jerseys. everywhere else, football association football. i ' m new but i ' m trying. got i an jersey everton, arsenal jersey (and scarf and jacket ), a and few united stuffs manchester. ' i m. .. </s> < url> you become gentler or harsher in your expectations? about the same. i still wide am - eyed 16 as a year old tend and to think the of best of people. are you more organised or less? more. .. </s> no. probably won ' t ever. don i t ' give a if shit blows someone joint a, but please don ' do t it in my apartment. i don ' t think i would like the smell of cannabis. .. may the like of smell the. .. </s> depends on you where are in the world. america in, aren they ' as t, apparent but will they probably tend to stupid wear clothing expensive daily just flaunt to wealth power and & just be. .. </s> elitist snobs. - shudder - people also who deliberately and intentionally people ' kill dreams s for no reason their other own amusement than. </s> welcome! <mbti> am (male believe i) and it ' s nice to see new istjs joining site the (well, type any in general lol ). hope you have fun! here </s> Geologist <mbti>, , archaeologist historian, (physicist probably ). .. (this means is there a long) ass list"
