"label"	"post"	"post_augmented"
"ESTP"	"what, of eugenics? certainly not. even sweden practiced eugenics well into the 70s, i'm sure you know that."	", of eugenics? certainly not. even practiced well into the, i ' sure."
"ESTP"	"no. i am from central europe (czech citizen, nationality: street mix). im not sure about all german/austrian places, but ruling out that, clear cultural prefence in central europe is moderate..."	"no. am from central (czech citizen, nationality: mix ). im not sure about / austrian places, but ruling that, clear prefence in is. .."
"ESTP"	"are you sure they like it though? if the forum is particularly inactive, i'd suspect they don't like it. they just pass it up."	"you it though? the forum is inactive, i ' d suspect don ' like it. they just pass up."
"ESTP"	"i'm aware of interactions of functions if that's what you meant here. yes some things are part of who we are and it's not all about type. but i am trying to type a person which means i will use every..."	"i ' aware of interactions functions if that ' s what you meant here. yes some part who we and it ' s not all about type. i am to type a person means will use every. .."
"ESTP"	"something tells me that homosexual or even bisexual male estps are exceptionally rare in this world. i'm sorry if this situation upset you."	"something me or male estps are exceptionally rare in this. ' m sorry this situation you."
"ESTP"	"yes but the theory could incorporate that. sure but why give the same name to all these different definitions."	"but the theory. sure give same name to all these different definitions."
"ESTP"	"i got <mbti>. i am prone to mistype as <mbti> though. while i do love sharks, i definitely relate more to their fox description."	"i <mbti>. i am as <mbti> though. i love sharks, definitely relate more to description."
"ESTP"	"joabloab no doubt, she might get frustrated because she can't control me haha. imo, alpha female gash=best gash. i assume her progesterone levels are higher which equates to a lot of fun for me...."	"no doubt, she might get frustrated because she ' t control me haha. , alpha female gash = gash. progesterone levels are higher which to a of fun for me. ..."
"ESTP"	"i'm an <mbti> girl and i tried not to take offense to your comment about not having met any intellectual girls. however i read the rest of your post and i completely understand your point about being..."	"i ' an <mbti> girl and i not to take to your comment about not having met any girls. i read rest and i completely understand your about being. .."
"ESTP"	"oh no wonder... i didn't know what this was and people kept talking about it on this forum lol. well atleast i know now 👅 you are a type 3 with a 2 wing: the charmer your trifix is..."	"oh no. .. i didn ' t know what was and kept talking about it on this lol. well i know now are a 3 with a 2: the charmer your is. .."
"ESTP"	"neutral good in this test. good & evil: good ---- xxxxxxxxxxxxxxxxxxx (19) neutral - xxxxxxxxxx (10) evil ---- (0) i was already thinking to leave <mbti> board for my own safety,..."	"neutral this. good & evil: - - - - xxxxxxxxxxxxxxxxxxx (19) neutral - () - - - - (0) i was already thinking leave <mbti> board my own, ..."
"ESTP"	"<mbti> 1. i feel at home at parties, and doesn't mind the center of attention. if there's a big event, and none in my friend group is celebrating it, i'm likely the one to step up and hold a big..."	"<mbti> 1. i at parties, and doesn ' t mind the center of attention. if ' s a big event, and none my friend group is it, ' m likely the one to step a big. .."
"ESTP"	"i kinda agree with liz on this one. i might wanna shut off from people or the outside world for a day or maximum two. then my boredom increases to lethal levels and i must seek some real...'"	"i kinda agree with on this one. wanna shut off people the outside world a day maximum. then boredom increases to lethal levels and must seek some real. .. '"
"ESTP"	"she made me believe that i loved her with all my heart she pretended to share the same feelings in the end she just brought it in my face, saying it was a joke and that i should not get upset,..."	"she made me believe i loved her with all my she to share the same feelings in the end she just in face, saying joke that i should not get upset, ..."
"ESTP"	"what i mean is: this isn't about ideology and it isn't about groups, either. after all, even democratic type knows that racism exists. even democratic type can say hey, racism is wrong! and in..."	"what i mean: isn ' t about ideology it ' t about, either. after all, even democratic type exists. even democratic type can say, racism is wrong! and. .."
"ESTP"	"life!!! that what happins after work..workaholic and all but sooo many stuff i do..hang out..basketball/rollers/running/pro gym..projects i've started..music online shit..movies..so much..all to make..."	"life! !! that after work. . workaholic and all but sooo i do. . hang out. . / / running / pro gym. . ' ve started. . music online. . movies. . so. . all to make. .."
"ESTP"	"is <mbti> + <mbti> generally a good match when it comes to relationships? has any <mbti> dated an <mbti> before? could you tell me how it went?"	"is <mbti> + <mbti> a when it comes to relationships? <mbti> dated an <mbti>? you tell me how?"
"ESTP"	"obsidian, i agree here. in my experience extraverts are just less prone to social anxiety, but i know few who have it. it usually comed from staying too long time in environment, where they cant..."	", i agree here. in my experience extraverts are just less to social, but i few who. it usually comed from too long in, where cant. .."
"ESTP"	"what about st's or sf's? have you not met any? ;d lol 😆 ok, from what you said about what you don't like about <mbti>'s ... imma just put it out there that you might want to seriously..."	"what about st ' s or sf ' s? have you? ; d lol 😆 ok, from what about what you ' like <mbti> ' s. .. imma put it out there that might want to seriously. .."
"ESTP"	"ive gotten in my fair share of trouble, mainly because i just do what i feel like at the moment and dont give a shit. i always act 1st and think later. and yeh sometimes the fact that there is a..."	"gotten in my fair share trouble, mainly because i just do what i feel at moment and give shit. i always act 1st and think later. and yeh sometimes there is. .."
"ESTP"	"i tend to read peoples body language without realizing it but i do watch their eyes because they always seem to give away what they are thinking or what their next move will be"	"i tend read body without realizing i do watch eyes because they seem to give away what they are thinking or their next will"
"ESTP"	"i would say internally, put most of the weight at the bottom so it acts like a weeble, or a loaded dice."	"would say, put most of the weight at the bottom, or a loaded dice."
"ESTP"	"true, but he seems to be a 5w4, 1w9, 8w9. sp/??. i guess through enneagram he does seem to be more <mbti>-like but probably due to social introversion. still it seems that te is stronger than ni but i..."	"true, but seems to be a 5w4, , 8w9. sp /? ?. i guess enneagram he does seem to be <mbti> - but due to social introversion. still it that te is than i. .."
"ESTP"	"i think you misunderstood my intentions. personally, i agree with you in that people ought to be 100% liable for their own actions/choices (i.e. one - notice that i'm not accusing you of anything ......"	"i think misunderstood intentions. personally, agree with you in that people to be 100% their own actions / (i. e. one - notice that ' m accusing of anything. .. ..."
"ESTP"	"wow, your life sounds amazing....not that im gelous or anything, i love my life, but wow, you should be proud of you and the fact that you choosed the right people to live your life with bravo..."	", your sounds amazing. .. . not that im or anything, i love my, but wow, you should be proud of you and the fact you the right people to your. .."
"ESTP"	"everything in my posts is my opinion, that's kind of obvious. i am just stating what i feel everytime i see your posts. you even had to ask me what the main differences between fi and ti are, which..."	"everything in my posts is my opinion, that ' s kind. i just stating i feel everytime i see your. you even had to ask the differences between fi ti, which. .."
"ESTP"	"i don't have issues with laptops, because people may have time sensitive tasks they need to complete and have meetings all day. i have an issue with phones though. i bet my ass you're not audibly..."	"i ' t have laptops, because people may have time they need to complete and have meetings all day. i have an issue with though. bet ass you ' not. .."
"ESTP"	"i can not read what she/he said*thanks god* for they are blocked. lets set the record straight. hate is a very strong word in my opinion. i am not hating on some nitwit singer i have never met. i..."	"i can read what she / said * thanks god * they. lets set the record straight. hate is very strong word in my opinion. i am not hating on nitwit have never met. ..."
"ESTP"	"estps, infjs, esfps, enfps, istjs, intps, intjs. i have the most fun with the extroverted types and the best conversations with the introverted ones. it's a broad generalization but it's true."	"estps, , esfps, ,, intps, intjs. i have the most fun with the extroverted types the best conversations introverted. ' a broad generalization it ' s true."
"ESTP"	"ha. i get this a lot in my job. i've been reported as sexist, racist, and discriminatory. i can't stand it because it is too easy for people to use differences as a means to a defense. what the..."	". i get this a lot my job. ' ve been as sexist, racist, and. i can ' t stand it because it is easy people to use differences a a defense. what the. .."
"ESTP"	"i think the only other <mbti> i met was my old boss, he was really cool. we got along pretty well. he cracked me up, whenever he had a one night stand, everybody knew. come on! hurry up guys, i need..."	"i think only <mbti> was my old, he was really cool. we along pretty well. cracked me up, whenever had a one night, everybody knew. come! hurry up guys, i need. .."
"ESTP"	"does anybody else refuse to wear dresses or skirts because what if something weird happens such as a freakish animal attack like in the birds or something, or zombies on bath salts, aliens, whatever,..."	"does else refuse to dresses or skirts because what if something happens a attack like in birds something, or zombies bath salts, aliens, whatever, ..."
"ESTP"	"lmao, so true. well, i just wear whatevers comfortable, i dont really care how it looks. but being a tomboy, im usually in baggy shorts and big t-shirts. most of my wardrobe is like whites,..."	"lmao, so true. , just wear comfortable, i care how it looks. but being a tomboy, im in and big t - shirts. most my wardrobe is whites, ..."
"ESTP"	"there's also christian universalism, in which you don't even have to repent (in the traditional sense) to be forgiven of your sins. there isn't some weird demand for you to feeeeel sorry, instead..."	"there ' s also christian, in which you ' t even to (in traditional sense) be forgiven your sins. there isn ' some weird demand for to feeeeel sorry, ..."
"ESTP"	"well i called her to my place and told her that theres not really emotion between us and we have our own things, and she agreed so it was easy and simple."	"well called her to my place told her that theres really emotion us we have own things, and she so easy and."
"ESTP"	"mbti: <mbti> house: slytherin wand: redwood, dragon heartstring patronus: nebelung cat ilvermorny: thunderbird"	": <mbti> house: :, dragon heartstring: nebelung cat ilvermorny:"
"ESTP"	"i'm all about both options. cooking: as a bodybuilder, i eat lots of food. i keep nutritional content hig hand calories low, as at age 36, it's too easy for me to put on unwanted fat if i don;'t..."	"i ' m all both options. cooking: as a bodybuilder, i lots of. i keep nutritional content calories low, as at age, it ' s too for me to on unwanted fat if don; '. .."
"ESTP"	"a lot of these suggestions sound like/are reminiscent of/just are stimming, and i'm inclined to agree with them. it's easier to focus if you grab your floating attention and give it something to do,..."	"a lot of these suggestions sound / are reminiscent / just are stimming, and i ' m inclined to. it ' s to focus if you grab attention and it something to, ..."
"ESTP"	"yea ... i don't really quite understand it either ... i've read a bunch about socionics ... and from my experiences both before (i.e. people who i typed after i got into it) and after i learned more..."	".. . i don ' really quite understand it either. .. i ' a bunch about socionics. .. and my experiences both before (. e. people who i typed i got into) and after more. .."
"ESTP"	"really why would you say braxton is an <mbti> he seems to be very extroverted and has a sharp humorous wittiness about him which would point to ne also him picking upon when lamar said i new that..."	"really why you say is an <mbti> seems to be very extroverted and has a humorous wittiness about him point to also him picking upon when i that. .."
"ESTP"	"i constantly get distracted iits fucking annoying, and about being late, check. and the last sentence, eah nail on. based on that you could be esxp, i was wondering if i was t or f but i've realized..."	"i get distracted annoying, and about being late, check. and the last sentence, eah on. on that you could esxp, i was wondering i was or f ' ve realized. .."
"ESTP"	"well sounds like you've made good observations and i commend you on that. generally i love <mbti>'s, but they can be so destructive in relationships with us <mbti>'s especially. i think people forget..."	"well sounds like ' ve made good observations i you on. generally i love <mbti> ' s, they can be destructive with us <mbti> ' especially. i people forget. .."
"ESTP"	"well i guess if i had to alternate on what my critical parent function was, i it is probably te ut fe is also important. i have a problem in both areas and could use some sort of improvement in..."	"well i guess if i to alternate on my critical parent function was, i te is also important. i have a problem both and could use some sort of improvement. .."
"ESTP"	"i've been communicating frequently with this <mbti> man for a little over 3 months now. i thought he was interested and fancied me, but sometimes he really just ignores me or acts extremely rude,..."	"' been frequently with <mbti> man for little months now. i thought he was interested and fancied me, but sometimes he just ignores me or acts, ..."
"ESTP"	"really doesnt matter to me either way. ive been persued many many times, and then theres times ive been the persuer. the way i see it....who cares? if 2 people are attracted to eachother and like..."	"really doesnt to me either way. ive persued many many, and theres times ive persuer. the i see. .. . who cares? if people are attracted to and like. .."
"ESTP"	"well nothing pisses me off more than slow people!! lol but people who are overly emotional, dramatic and take everything sooo seriously are right up there as well!! i just cant deal with that crap."	"well nothing pisses me slow! ! lol but people who are overly emotional, dramatic take everything sooo are up as well! ! i just deal that crap."
"ESTP"	"but if a war actually comes and you need soldiers to truly protect this nation who are not going to freeze up and shoot straight, you know the actual job of a soldier, we will be there... imperfect..."	"if a war actually comes and you need soldiers to protect this nation are not going to up and straight, you the actual of a, be there. .. imperfect. .."
"ESTP"	"i actually said this, and when i get ill, i stop being ill and be awesome instead years ago before himym. stinson stole my quotes :'("	"i, and when i ill, stop being and years ago before himym. stinson stole quotes: ' ("
"ESTP"	"scuei: 3.3% of women; 5.3% of men not afraid of doing the wrong things, does not value rules and regulations, prefers unpredictable to organized, does not accomplish work on time, needs to maintain..."	"scuei: 3. 3% of; 5. % men not afraid of doing the things, does not rules and, prefers to organized, does work on time, to maintain. .."
"ESTP"	"branchmonkey round here we aint play no games boi. 😉 will give it a look soon though. thanks again buddy, see you around."	"branchmonkey round aint play no games. will give it a though. thanks buddy, you."
"ESTP"	"well i don't know if they were role modles maybe just celebs/characters i liked a lot. when i was 3 and my mom had bought me all the disney princess stuff it was ariel (<mbti>). think i just wanted..."	"well i don ' t if they role modles just / characters i liked a lot. when i was and my mom all the disney princess was ariel (<mbti> ). think i just wanted. .."
"ESTP"	"that's a pretty interesting explanation. thanks for that! :d. are you getting this from socionics? although, from the <mbti>'s i know personally, they get along with the third group (specifically..."	"' s interesting explanation. that! :. are getting this socionics? , from the <mbti> ' s i know personally, they get with the third group (specifically. .."
"ESTP"	"are you trying to yell at me with a size 5 font? where have i tried to control anyone's choices? the <mbti> forum is very slow, but you're welcome to it. unless you want to make a secret society of..."	"are you yell at me with a size 5? where have i tried to anyone ' choices? the <mbti> slow, but ' re welcome to. unless you want to make a secret society of. .."
"ESTP"	"i agree entirely. also i'd say that i'm too optimistic for my own good sometimes when getting into new things."	"agree entirely. i ' d say that i ' m optimistic my own sometimes into new."
"ESTP"	"dang lol i responded to the previous post before getting to this one...my bad! i 100% agree with all of that. very well said! p.s. i am not sure if it is helpful info but, i was the exact same..."	"dang lol i responded the previous post to this. .. my bad! i 100% with all of that. well said! p. s. i am not if helpful info, i was the exact same. .."
"ESTP"	"everyone has all the cognitive functions, i heard the main difference in personalities is just which ones you're comfortable with. so you know what se is, but you might not be comfortable immersing..."	"everyone has all cognitive, i the main difference personalities is which you ' re comfortable with. so you know se is, but might comfortable immersing. .."
"ESTP"	"dear tiff, we love each other okay, so let's stop pretending that's not the case. i'm not running or going anywhere with out you, so quit being distant and cranky. i know this distance is to protect..."	"dear tiff, we love each other, so ' s pretending ' s not the. i ' m running or going with out you, so being distant and cranky. i know distance is to. .."
"ESTP"	"this is how you treat your figments of imagination? i will let the labor union hear about this, mark my words."	"is you figments of imagination? i let the labor union this, mark words."
"ESTP"	"if i am interested in someone but then through conversations i get the thought that we would not make a good match i.e. (they dislike kids, i love kids), (they can't take a joke and are totally..."	"i am interested in but then through i the that we would not make a good match i. e. (dislike kids, i ), (they can ' t joke and are totally. .."
"ESTP"	"i have no idea why. my uncle is an <mbti> and he is a memorizing genius, as well as very warm in his own quirky way. if people don't like him, that's their problem, not his."	"i have no idea why. my uncle is an <mbti> and is a memorizing genius, as well as very warm his own quirky. don ' t, that ' problem, his."
"ESTP"	"drunk parrotmedic @to kill for sport i wouldn't be here if i wasn't abnormal myself. after all, it takes a certain type of person/people to get along swimmingly with people with (possible?) aspd...."	"parrotmedic @ for i wouldn ' be here wasn ' t abnormal myself. after all, it takes a certain type person / to get along swimmingly with with (possible?) aspd. ..."
"ESTP"	"sounds like a new chapter in the twilight saga. better hope stephenie meyer doesn't read this, or it'll be all your fault!"	"like chapter the twilight. better hope ' t read this, it ' ll be all your fault!"
"ESTP"	"that is pretty typical with primary ni. those hazy visions can be pretty haunting. i pity the person who used their ni and came up with the concept of radiation. i can imagine him or her telling..."	"is pretty with primary ni. those hazy visions be pretty. i pity the person who used their ni up concept of radiation. i imagine him her telling. .."
"ESTP"	"in other words, stay at home mom? (i'm just trying to relate this to whatever else you said in another thread :) )"	"other, at home? (' m just trying to this to else in another thread:) )"
"ESTP"	"i agree entirely. also i'd say that i'm too optimistic for my own good sometimes when getting into new things."	"agree entirely. also ' say that i ' m too optimistic for my own good sometimes getting."
"ESTP"	"i think my intro to is was in third. people in university should know it the basics, but i'm aware of developmental math courses where they basically start people off with addition and subtraction..."	"i think my intro is was third. in should know it the basics, i ' m aware of math courses where they start with addition and. .."
"ESTP"	"dude! gtfo! that's me! 😆 thank you kindly, brother derosa! i guarantee you estps have the coolest stuff of any mbti type. 😉 wow! what a ride! nothing like..."	"!! that ' s! 😆 thank you kindly, brother! guarantee you have the coolest stuff of type. wow! what a ride! nothing. .."
"ESTP"	"alright, what gives? does silence = no? i thought you guys were the great concise communicators? i asked for a favor - please help me out with something not earth shattering, not strange or..."	"alright, what gives? = no? i thought you guys were the great communicators? i favor - help me out earth shattering, not strange or. .."
"ESTP"	"1) 23 2) california 3) that depends upon the day, my mood, what it is, etc. (this is the same for 4) i plan on being a screenwriter, though. 4) since many of my friends are also extroverts,..."	"1) 23 2) 3) that upon the, my mood, what is, . (this is the same 4) i plan being a screenwriter, though. 4) since many of are also, ..."
"ESTP"	"i would say that all types are usually misunderstood by reductionism. that was a problem i had learning about enneagram, especially when a lot of well meaning people try to explain it based on..."	"would say that usually misunderstood by reductionism. that problem i learning about enneagram, especially when a lot well meaning people try to it based on. .."
"ESTP"	"the 4 girls were all different temperaments, i love it. carrie - <mbti> samantha - <mbti> miranda - <mbti> charlotte - <mbti> ---- big - <mbti>? stanford - <mbti>"	"the all different temperaments, i. carrie - <mbti> - <mbti> - <mbti> - <mbti> - - - - - <mbti>? - <mbti>"
"ESTP"	"i agree with everyone saying that it has to do with society deeming it okay for women to show emotion, but not men. i have my emotional moments, and they can be intense, but it's very occasional,..."	"i agree with saying that it has to do with society deeming it okay for women to emotion, not men. my, and be intense, but it ' s very, ..."
"ESTP"	"i used to tune into her show. but i'm a lesbian so i never called in. everyone in this world has an opinion. it our job to take the good stuff out of all the shit. i was a child raised in an abusive..."	"i used into her show. but i ' m so i never. everyone in world has an opinion. it our job to take the good stuff out all shit. i was a child raised an abusive. .."
"ESTP"	"i usually respond with the squeeze of death or a judo throw! most people prefer the boa constrictor hug though lol"	"usually respond with squeeze death or judo throw! people the boa constrictor hug lol"
"ESTP"	"i agree. though i have gotten along with quite a few nt's... (almost always have a blast with entps) i noticed when i've hung out with <mbti>'s and <mbti>'s it's just really frustrating. i've noticed..."	"i agree. though i have gotten with a few nt ' s. .. (almost blast with entps) i noticed i ' out with <mbti> ' s and <mbti> ' s ' s really frustrating. i ' ve noticed. .."
"ESTP"	"well, my mate is a walking stereotype of <mbti>. he is really a patient zero or something. then i got another mate who is more of a relationship person, and he is not so much into fistfights but he..."	", my is a walking stereotype <mbti>. he really a patient zero or something. i got mate is more of relationship person, and he is much into fistfights but he. .."
"ESTP"	"i feel my introverted thinking is very weak ...i'm probably in the a se-fe loop which means i spend a lot of time clowning around 👅. any insight to get more in touch with my ti?"	"feel my introverted thinking is. .. i ' m probably in the a - fe which means spend a lot of around 👅. any insight to get more in my ti?"
"ESTP"	"6w7 (phobic) <url> i was born in a mortuary full of worry ice water in my veins gave my heart in the school library never knew her name"	"( phobic) <> born in a mortuary full of ice in my my heart in school library never her name"
"ESTP"	"huh, i guess that makes sense. i guess i really didn't understand that and have done very little ennegram work. i suppose being a rw4 (seems less extreme) would make sense as the intellectual..."	"huh, i that sense. guess really didn ' t that and have very little ennegram work. i suppose being a rw4 (seems less) would make sense. .."
"ESTP"	"oh, not at all... i don't mind bodies constantly rubbing against each other, in fact i think i'd prefer it..."	", at all. .. ' t mind constantly each other, in fact think ' d it. .."
"ESTP"	"don't focus with her on covering only her lower part..tell her that her being nude bothers you..imo you should'nt focus on a certain part of her body."	"' focus with her covering only lower part. . tell her that being you. . imo should ' nt on a certain part of her."
"ESTP"	"oooh, very true. also motivations...se doms would like travel for the sensory experience, ne for the culture (?), fe for the people they'd meet, etc etc."	"oooh, very true. also motivations. .. se would sensory experience, culture (? ), fe for the they ' meet, etc etc."
"ESTP"	"'i don't class this as lying. i do this all the time just to mess around... i'm brutally honest about my opinions, like my sister got part of the side of her hair buzzed and part coloured blue, and..."	"' i ' class lying. i do this the time to mess around. .. i ' m brutally honest about my opinions, like sister part the side of her buzzed and part coloured blue, and. .."
"ESTP"	"in general, i am very comfortable with entps likely because we share the same decision making function of ti, intraverted thinking. the good part about entps is when i am being closed minded and..."	"general, i am very comfortable with entps likely we the function of ti, intraverted thinking. good part about entps is i am being closed and. .."
"ESTP"	"interesting read. from these descriptions i can definitely see where i come in as an <mbti>. for one, i despise reading the manual when i get a new gadget. i think a ti dom person would be more..."	"interesting read. from these descriptions i can definitely see where i come in as an <mbti>. for, reading the manual i a new. i think ti be more. .."
"ESTP"	"well, actually my gf is an <mbti> and we make a pretty fucking awesome team. sure i've picked up a few good tips from observing her, but i've never wanted to be her type so much as i've liked to be..."	"well, an <mbti> and we make a awesome team. sure ' ve picked a few tips from observing her, but i ' ve never to be her type so much as i ' ve liked to be. .."
"ESTP"	"that fi secondary sounds like enneagram 3. though the part about the universal standard is okay works for fi. i don't know, i actually relate to the tired old cliche pretty well. i'm..."	"fi secondary sounds like enneagram 3. part about the universal standard okay works fi. i ' t know, actually relate the tired cliche pretty well. i '. .."
"ESTP"	"does anybody else refuse to wear dresses or skirts because what if something weird happens such as a freakish animal attack like in the birds or something, or zombies on bath salts, aliens, whatever,..."	"does anybody refuse to wear skirts because what if something happens such as a animal attack like in the birds or, bath salts, aliens, ,. .."
"ESTP"	"that is pretty typical with primary ni. those hazy visions can be pretty haunting. i pity the person who used their ni and came up with the concept of radiation. i can imagine him or her telling..."	"that is pretty typical with primary ni. those hazy visions can pretty haunting. i the person who their came up with the. can him or her telling. .."
"ESTP"	"any policy that involves more than one person is going to have to distinguish between different types of people, that's how government functions. i don't think it's true that value was ascribed..."	"any that more one person is going have to distinguish of people, that ' how functions. i don ' t think it ' true that value was ascribed. .."
"ESTP"	"carve my name in a tree or graffiti, tp a house or egg one, small stuff like that when i was younger but never to the point that it would be dangerous for someone else. tbh, never really had the..."	"carve my name in a or graffiti, tp a house or, small stuff like i was younger but never to the point that it would be for someone. , really the. .."
"ESTP"	"an extremely valid point. and taken. im receiving mixed messages a bit in this front. believe you me, i am not a hanger-on when there isnt reciprocal interest. :) for other favors, he has..."	"an extremely valid. and taken. mixed bit in this. me, am not a hanger - on when there isnt reciprocal interest. :) for other, he has. .."
"ESTP"	"i know one thing. there is nothing fake about me. so i am all the way around live real and a bag of chips. i like being a realist. it's better than being a fakest. i am ready to get things done now...."	"i know one thing. there is nothing fake about me. so am way around real and a bag of. i like being a realist. it ' s a. i am ready get things done now. ..."
"ESTP"	"a summary of the presence of esfjs in general? probably friendly and warm. under stress and pressure? for me, it's head down, go go go, make things happen, do do do until the pressure is gone and..."	"summary of presence of esfjs in general? friendly and. stress and pressure? for me, it ' s head down, go go go, things happen, do until is gone and. .."
"ESTP"	"i think i have the hardest time in text messaging with someone (anything not face to face) cuz i'd say something on my mind, and i have no idea how they interpret it (if the interaction is in person..."	"i think i have the hardest in text messaging (anything not face to face) cuz i ' say on my mind, and i have no idea how they it (the in. .."
"ESTP"	"i want to meet an <mbti>, everything says we'd mesh well. maybe i have already but it was only in fleeting interactions to a point where i didn't have enough information to make an educated guess on..."	"i want to an <mbti>, says ' mesh well. maybe i have but it was only in to a where i didn ' t have information make an educated guess on. .."
"ESTP"	"i have considered myself an <mbti> for a while, but every time i actually think about my type i have doubts. i just need some outside opinions to clear my head. what i do know: i am definitely an..."	"have considered <mbti> a while, but every i actually think about my type i have. i just need outside opinions to clear my head. what i do: i definitely. .."
"ESTP"	"i agree with mckashes. we're usually not afraid to go after what we want. however, if she's the one constantly taking the initiative and you always being busy, she might lose interest and forget..."	"agree with mckashes. ' re usually not to we want. , if she ' s the one constantly taking the initiative and you always being, she might lose and forget. .."
"ESTP"	"gonna use the sticky 0. is there anything that may affect the way you answer the questions? for example, a stressful time, mental illness, medications, special life circumstances? other useful..."	"gonna use 0. is there anything that may the you the questions? for example, stressful time, mental illness, medications, special? ..."
"ESTP"	"time to lay down the law: dennis: <mbti> (he's just like eric cartman.) mac: <mbti> (he uses fe, look closer) dee: <mbti> (like bulma from dragonball z) charlie: <mbti> (most obvious one to me)"	"time to lay law: : <mbti> (he ' s like cartman. ): <mbti> (uses fe, look closer ): <mbti> (like bulma dragonball) charlie: <mbti> (most obvious one to me )"
"ESTP"	"i think it comes naturally honest, i don't have to really focus it on it. i use alot of past experiences to predict things (se ni connection there). it honestly comes instinctively because as an <mbti>..."	"i think it naturally, i don ' have to really it it. of past experiences to predict (se ni connection there ). it honestly instinctively because as an <mbti>. .."
"ESTP"	"your experience is irrelevant to this situation though. you can't know that it will happen again for the op based on your experience with your wife who happens to also be an <mbti>. every person is..."	"your experience is to situation though. you can ' t know it will happen for the on experience with your wife who happens to also <mbti>. every person. .."
"ESTP"	"what a question. i don't know how many times someone has gone tmi! and i'm just like you serious? tmi? what is that?"	"a. i don ' t times has tmi! and i ' m just you? ? what is that?"
"ESTP"	"damn nice handwriting.. it's like from a movie with jack sparrow and his buddies writing love letters to each other"	"damn nice handwriting. . it ' s like from with his buddies letters to other"
"ESTP"	"planning.. i suck at it. also, i think it's a little wierd that i can't communicate with personality-cafe.com home slizzles without having posted 15 posts. so -chicken noodle soup for the teenage..."	"planning. . i suck at it. , think it ' s little wierd that i ' t communicate with - cafe. slizzles without posted 15. so - chicken noodle soup for teenage. .."
"ESTP"	"well, i know an <mbti> guy very closely now. he's very intelligent, knows lots of useful facts about things and loves music. at first i mistyped him as an <mbti> due to his ability to really connect to..."	"well, i know an <mbti> guy very closely now. he ' s very, knows useful about and loves music. first i mistyped him as an <mbti> due his to to. .."
"ESTP"	"one of my close guy friends is an <mbti>. he can piss me off a lot sometimes, but i don't find him an asshole. he's pretty cool, and really nice. he makes a lot of rude jokes though, but who doesn't? ;)"	"one my close guy friends is an <mbti>. can piss me a lot sometimes, but i don ' t find him an asshole. ' pretty cool, really. he makes of rude jokes though, who doesn ' t? ; )"
"ESTP"	":chuncky: <url> probably wouldn't if enough men 9ot behind it. if anythin9 i'd like to see the debate between two groups. put the men on left and women on the ri9ht. anyone in the middle will simply look sane."	": chuncky: <url> ' t enough men behind it. anythin9 i ' d like to see the debate between groups. the men left and women on the. anyone in the middle will simply look."
"ESTP"	"somebody has represent my type 🆒 here is 2 videos that i think fit here for some unexplained reason (i just like them, ok :kitteh:) <url> ..."	"somebody has represent my type 🆒 2 videos that for some reason (like them, ok: kitteh:) <>. .."
"ESTP"	"i went through a major depressive episode for about a year. i wouldn't say i'm depressed anymore... unless i'm experiencing residual symptoms, but i think there is a cycle of things feeding into each..."	"i went through a major depressive episode for about year. i ' t say ' m anymore. .. unless ' m experiencing symptoms, but think there a of things feeding each. .."
"ESTP"	"this subject came to me because when i was taking the enneagram test (the one from the ennagream institute website that cost $10) , and one of my good friends called while i was taking it. i went..."	"this subject to i was taking the enneagram test (one from ennagream website that cost $ 10 ), and of my good friends called i was taking it. went. .."
"ESTP"	"when you get a taste of racing a really fast car and drifting on a track while listing to some good music... and now you're hooked."	"you a taste of racing a really car a while listing to some music. .. and now you ' re."
"ESTP"	"she could be an <mbti>. i was never shy with adults as a kid but that could be more nurture than nature. i can also see how an 8w7 could come across a little more reserved than a 7w8 <mbti>. it would..."	"she be an <mbti>. was never with as a kid but that could nurture than. i can see how an 8w7 could come a little more reserved than a <mbti>. it would. .."
"ESTP"	"hey whats up, people?! i'm new to the forum, so i guess i'll tell you some stuff about me. ima tomboy who loves adventure, and when i was younger, getting into trouble. i do crazy stuff..."	"hey whats up, people? ! i ' new, so i guess i ' ll tell some stuff about me. ima who loves adventure, and when i was younger, into. i crazy. .."
"ESTP"	"i got in trouble with the law and was told to make 3 choices 1) get a job 2) go to school 3) go to prison job cough ill go to school it was free for me'"	"i got in trouble with the law and was told to make 3) get job) to school 3) go to job cough go school it was for '"
"ESTP"	"why does it matter if there are any hard feelings? it doesn't sound like he's a very close friend, or that you'd be losing anything special."	"does matter there are feelings? it doesn ' t sound like ' s very close friend, or that ' d be special."
"ESTP"	"how you doin? wait,you can't answer that plain and simple now can you.just smile and make it look like you're good."	"you doin? wait, you can ' t answer plain simple. just smile and make look like ' good."
"ESTP"	"4w5 sx/sp give me those alice in wonderland vibes <url> been craving spag bol the past couple of days. i'm supposed to be low carbing it and can't eat all that spaghetti."	"4w5 sx / sp give me those alice in wonderland vibes <url> spag the past couple of days. i ' to it and can ' t eat spaghetti."
"ESTP"	"ok maybe i am biased, but i can't see you as an <mbti>. you see i have met a lot of enfjs, esfjs, isfjs (if you ask me this are by far the most common types) and they are downright pushy when it comes..."	"ok maybe i biased, but i can ' t see you an <mbti>. i met a lot of enfjs, , isfjs (if you ask this are by far the common types) they are downright pushy when comes. .."
